desertionNo,happenDt,happenPlace,upKindNm,kindNm,colorCd,age,weight,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,rfidCd,noticeSdt,noticeEdt,popfile1,popfile2
443444202600303,20260827,매곡면 노천리,고양이,코리안 숏헤어,흰색/검은색 얼룩무늬,2026(60일미만)(년생),0.39(Kg),보호중,Q,U,야생묘의 자묘로 추정,최종주동물병원,043-744-4209,"충청북도 영동군 영동읍 계산로 54 (영동읍, 최종주동물병원) ",,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908785.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908834.jpg
443444202600302,20260827,영동군 노인복지관,고양이,코리안 숏헤어,검은색흰색황토색조합,2026(60일미만)(년생),0.44(Kg),보호중,Q,U,건강상태가 매우 나쁨,최종주동물병원,043-744-4209,"충청북도 영동군 영동읍 계산로 54 (영동읍, 최종주동물병원) ",,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908742.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908772[1].jpg
441405202602717,20260827,처인구 양지읍 남평로 188 소복소복식당,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(년생),0.39(Kg),보호중,F,N,"생후 3주령 추정, 좌측 뒷다리 부상, 귀여운 아이",용인시 동물보호센터,031-6193-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271708529.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271708259[1].jpg
431373202601378,20260827,청량119,개,믹스견,검정색,2026(60일미만)(년생),10(Kg),보호중,Q,U,골절로인해 성별 추후확인,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 발리 1144,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260828130863.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260828130880.png
431373202601377,20260827,상북로408,개,믹스견,검정색,2025(년생),5.9(Kg),보호중,F,U,"사람좋아하고 애교쟁이, 순함",울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 발리 1144,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308315.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308539.jpg
428357202601389,20260827,강화동로 326-4 (신현리),개,믹스견,흰색,2025(년생),8(Kg),보호중,M,N,1살추정.소심하고 친해지는데 많은시간과 기다림이 필요. 백구,강화군 동물보호센터,010-2797-3786,인천광역시 강화군 강화읍 강화대로 254-1  ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281108161.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281108242.jpg
428354202600668,20260827,산곡119 안전센터,고양이,코리안 숏헤어,기타(턱시도),2026(60일미만)(년생),0.29(Kg),보호중,M,N,"3주 추정 아기냥, 심한 탈수, 결막염 양상, 보행불안정",조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908428[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908472.jpg
428353202600795,20260827,서창동 717,고양이,코리안 숏헤어,흰색/검은색 얼룩무늬,2022(년생),4.9(Kg),보호중,M,U,검은색혼합,보람동물병원,032-429-1673,인천광역시 남동구 문화서로3번길 7 (구월동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908700.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908228.jpg
428353202600794,20260827,구월동 1380-4,개,말티즈,흰색,2024(년생),4.5(Kg),보호중,F,N,눈물샘 있다,보람동물병원,032-429-1673,인천광역시 남동구 문화서로3번길 7 (구월동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260827140884.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271408329.jpg
428352202600457,20260827,먼우금로302 유천아파트 사거리 근처,개,포메라니안,흰색,2021(년생),4.80(Kg),보호중,M,N,"구조 당시 미용이 되어 있는 상태, 약간의 콧물이외에는 비교적 양호한 편으로 사료됨  ",경동동물병원,032-765-9988,인천광역시 제물포구 개항로 61 (경동) 경동동물병원,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271208149.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271208166.jpg
427347202600712,20260827,월곡로45길 68,고양이,코리안 숏헤어,검은색흰색황토색조합,2026(60일미만)(년생),0.15(Kg),보호중,F,N,"어미분리 자묘, 저체온증,상태 매우 나쁨",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008214.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308311.jpg
427345202600539,20260827,침삼남로 80,개,믹스견,갈색,2018(년생),8(Kg),보호중,F,U,.,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008452.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260828130814.jpg
427344202600339,20260827,명덕로 114,고양이,코리안 숏헤어,레몬색&흰색,2026(60일미만)(년생),0.68(Kg),보호중,M,N,매우 마르고 건강상태 나쁨,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008948.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308923.jpg
427342202600553,20260827,신천 119,고양이,코리안 숏헤어,기타(회색흰색),2026(60일미만)(년생),0.70(Kg),보호중,M,N,"엉덩이 괴사, 상태 매우 나쁨",대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008660.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308936.jpg
426335202600479,20260827,부곡로126번길 32,고양이,믹스묘,기타(갈+검),2026(60일미만)(년생),0.51(Kg),보호중,F,U,순함,동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308316.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308335.jpg
426335202600478,20260827,부곡로126번길 32,고양이,믹스묘,기타(검+흰),2026(60일미만)(년생),0.45(Kg),보호중,F,U,안질환,동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308854.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308874.jpg
426335202600477,20260827,부곡로126번길 32,고양이,믹스묘,기타(갈+흰),2026(60일미만)(년생),0.43(Kg),보호중,M,U,예민함,동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308322.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308341.jpg
426335202600476,20260827,부곡로126번길 32,고양이,믹스묘,기타(갈+검),2026(60일미만)(년생),0.4(Kg),보호중,F,U,"오드아이, 순함",동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308751.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281308770.jpg
426333202600907,20260827,송정 휴먼시아2단지아파트,개,믹스견,갈색&흰색,2024(년생),5(Kg),보호중,F,U,"겁 많음, 순함, 파란색 가슴줄 착용, 갈+흰",동부유기동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281108641[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281108656.jpg
426333202600906,20260827,송정 휴먼시아2단지아파트,개,믹스견,갈색&흰색,2024(년생),5.7(Kg),보호중,M,N,"겁 많음, 갈+흰",동부유기동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281108644[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281108659[1].jpg
413587202600366,20260827,서호면 서호로 332,고양이,코리안 숏헤어,흰색/검은색 얼룩무늬,2025(년생),1(Kg),보호중,F,N,건강하게 보이나 수유가 필요함,유기동물 삼호 보호소,010-9599-5400,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908280.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908293.png
413587202600365,20260827,서호면 서호로 332,고양이,코리안 숏헤어,검정색,2025(년생),1(Kg),보호중,F,N,건강하게 보이나 수유가 필요함,유기동물 삼호 보호소,010-9599-5400,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908737.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608280908753.png
413582202600631,20260827,광산구 신촌동 706-2,개,믹스견,갈색,2015(년생),5.8(Kg),종료(반환),F,U,"26-0485 이진순, 내장칩있음, 하복부에 큰 혹이 있음.",광주광역동물보호센터,062-613-6770,전남광주통합특별시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008361[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008451.jpg
413582202600562,20260827,북구 우산지구대,개,믹스견,갈색&흰색,2025(년생),11.9(Kg),종료(반환),F,U,26-0487 놀순,광주광역동물보호센터,062-613-6770,전남광주통합특별시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008867.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008968.jpg
413582202600561,20260827,북구 우산지구대,개,믹스견,흰색,2025(년생),4(Kg),종료(반환),M,N,26-0486 만수,광주광역동물보호센터,062-613-6770,전남광주통합특별시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260828100802.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260828100893[1].jpg
411319202600371,20260827,상도로 62길 81,고양이,코리안 숏헤어,검은색흰색황토색조합,2026(60일미만)(년생),0.11(Kg),보호중,F,N," 생후 2,3일령, 탯줄 잔존, 분유 수유 필요함.",디아크동물종합병원,02-816-7582,서울특별시 동작구 장승배기로27길 18 (노량진동) ,,20260828,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008800.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281008845.jpg
413589202600191,20260827,진원면 남매길 104,개,믹스견,크림색,2022(년생),9.5(Kg),보호중,M,N,"짧은다리,활발하고 사람을 좋아함,동물인수",장성군동물보호센터,061-390-8422,전라남도 장성군 삼계면 능성로 382-31  0,,20260827,20260827,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281108578.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608281108612.jpg
450650202602055,20260827,제주시 일도이동 태성중1길21 클린하우스 옆,고양이,코리안 숏헤어,기타(고등어),2025(년생),3.5(Kg),보호중,M,N,"개체관리번호 26451 - 구내염,얼굴출혈",제2동물보호센터,064-710-4805,제주특별자치도 제주시 애월읍 어림비로 616-107  ,,20260827,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271108548.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271108605.jpg
448567202601173,20260827,성산구 대암로 91 쇼카자동차용 근처,개,시베리안 허스키,검정&흰색,2025(년생),15(Kg),보호중,F,N,"착용품 없음, 기본교육 되어 있음",창원동물보호센터,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 창원동물보호센터,,20260827,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271508449.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271508475.jpg
448567202601172,20260827,진해구 청안로 289 진해유치원 내,개,믹스견,갈색&흰색,2019(년생),12(Kg),보호중,F,N,체인목줄 착용,창원동물보호센터,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 창원동물보호센터,,20260827,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271508961.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260827150809.jpg
448541202601127,20260827,영산119,개,믹스견,검정색,2017(년생),25(Kg),보호중,F,N,대형견,창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,,20260827,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608272108745.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608272108419.png
448541202601126,20260827,도천면 송진리,개,믹스견,갈색&흰색,2018(년생),25(Kg),보호중,F,N,"피부질환피부, 사나움",창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,,20260827,20260907,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608272008460.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608272008274.png
448536202600821,20260827,상남면,개,믹스견,흰색,2023(년생),17(Kg),보호중,M,N,"멋진 외모, 아직은 소심, 성향 파악 필요",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,,20260827,20260903,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271308198.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608271308262.jpg
